"","Search","Program","Date","Title","Company","Location","Description"
"358","data engineer","MSIS","2022-07-27","Entry-Level AWS Cloud Data Engineer","Quintrix","Salt Lake City, UT","Training & Placement Opportunity for Jr. Cloud Data Engineers - MUST BE WILLING TO RELOCATE ANYWHERE IN THE USA*Quintrix is looking for people eager to upskill in the competitive field of AWS Cloud Data Engineering. These Engineers are in high demand, so we are looking to train the right people while giving them experience using data knowledge to identify, r..."
"359","data analyst","MSBA","2022-07-27","Data Analyst 2","The Church of Jesus Christ of Latter-day Saints","Salt Lake City, UT 84103 (Capitol Hill area)","* Provide department leadership with reliable data from trusted source systems that will empower and influence key decision making. Access and integrate data for reporting to establish data standards, quality and reliability.* ** *  ""This level of Data Analyst will work on data coming from multiple systems, will integrate both structured and unstructured dat..."
"360","data analyst","MSBA","2022-07-26","Senior Principal Data Analyst","BAE Systems","Roy, UT 84067","* BAE Systems is seeking a Senior Principal Data Analyst to support the Air and Space Force Solutions, Strategic Systems, Information Services team. The selected applicant will join the IS team as we seek to deliver world-class capabilities for our client and its associated contractors, driving productivity and innovate new solutions. This team supports a va..."
"361","data warehouse engineer","MSIS","2022-07-26","Senior Data Warehouse Engineer","Bill.com","Draper, UT","* About The Position *  As a Data Warehouse Engineer at Divvy, you will be a part of a team that builds the data transport, collection, storage, and exposes services that make data a first-class citizen at Divvy. We are looking for a Data Warehouse Engineer that is passionate and motivated to make an impact in creating and maintaining a robust and scalable d..."
"362","data architect","MSIS","2022-07-26","Data Architect","Breeze Airways™","Cottonwood Heights, UT","* *  Working at Breeze Airways is an exciting endeavor and a serious commitment to bring ""The World's Nicest Airline"" to life. We work cross-functionally with truly awesome Team Members to deliver on our mission: ""To make the world of travel simple, affordable, and convenient. Improving our guests travel experience using technology, ingenuity and kindness.""*..."
"363","database administrator","MSIS","2022-07-26","Operations Database Administrator","Conduent","Sandy, UT 84070","* *  *   Through our dedicated associates, Conduent delivers mission-critical services and solutions on behalf of Fortune 100 companies and over 500 governments – creating exceptional outcomes for our clients and the millions of people who count on them.*  *  *    You have an opportunity to personally thrive, make a difference and be part of a culture where ..."
"364","data analyst","MSBA","2022-07-26","Digital Marketing Data Analyst-Campaign Delivery","Parks, Experiences and Products","Salt Lake City, UT 84111 (Central City area)","* Job Summary:* *   The Customer Engagement Platform (CEP) team is focused on delivering powerful customer experiences across engagement touch points, by applying data and tools to bring marketing to life. The Campaign Delivery team leads consumer data selection for 1:1 marketing campaigns and manages deployment of direct channel tactics. We accomplish these..."
"365","data architect","MSIS","2022-07-26","Business Systems Analyst Sr. - (Tempus) REMOTE","PNC Financial Services Group","Remote in Salt Lake City, UT","New to PNC. *Disability Accommodations Statement:* The PNC workplace is inclusive and supportive of individual needs. If you have a physical or other impairment that might require an accommodation, including technical assistance with the PNC Careers website or submission process, please call *877-968-7762 and select Option 4: Recruiting or contact us via email at pathfinder@pnc.com. * The Human Resources Service Center hours of operation are Monday - Friday 9:00 AM to 5:00 PM ET. *Equal Employment Opportunity (EEO):* PNC provides equal employment opportunity to qualified persons regardless of race, color, sex, religion, national origin, age, sexual orientation, gender identity, disability, veteran status, or other categories protected by law. * California Residents * Refer to the California Consumer Privacy Act Privacy Notice to gain understanding of how PNC may use or disclose your personal information in our hiring practices."">Position Overview * At PNC, our people are our greatest differentiator and competitive advantage in the markets we serve. We are all united in delivering the best experience for our customers. We work together each day to foster an inclusive workplace culture where all of our employees feel respected, valued and have an opportunity to contribute to the compa..."
"366","data engineer","MSIS","2022-07-26","Sr. Data Engineer - (UT)","Route","Lehi, UT+1 location","* About Route: *  Route is helping people discover and celebrate the world's brands through a completely reimagined e-commerce marketplace that directly connects and empowers both consumers and brands. Route's unique platform takes a holistic approach to online shopping, rethinking the consumer experience from discovery to delivery via the Route app, while o..."
"367","data analyst","MSBA","2022-07-26","Acct Recon Data Analyst","Select Portfolio Servicing","Salt Lake City, UT 84119","Acct Recon Data AnalystReconcile bank accounts and cash received on incoming and outgoing loan transfers. Timely and accurate daily reconciliation of appropriate bank accounts and loan level activities. Requires a good understanding of corporate advance systems and reconciling tools. Ability to relate with internal and external customers during each process...."
